prov_insc;anio_div;anio_mat;dur_mat;cau_div;edad_hom;niv_insth;edad_muj;niv_instm
Manabí;2018;2008;9;Por mutuo consentimiento vía notarial;33;Educación básica;25; Educación básica
Pichincha;2018;2005;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;33;Educación básica;31; Secundaria
Pichincha;2018;2016;2;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;25; Educación media / Bachillerato
Pichincha;2018;2014;4;Por mutuo consentimiento vía notarial;28;Educación media / Bachillerato;24; Educación media / Bachillerato
Pichincha;2018;2015;2;Por mutuo consentimiento vía notarial;23;Superior Universitario;23; Superior Universitario
Pichincha;2018;2015;2;Por mutuo consentimiento vía notarial;42;Superior Universitario;30; Superior Universitario
Pichincha;2018;2011;7;Por mutuo consentimiento vía notarial;42;Educación media / Bachillerato;43; Educación media / Bachillerato
Tungurahua;2017;1990;27;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;59;Primaria;49; Primaria
Santo Domingo de los Tsáchilas;2017;1985;31;Por mutuo consentimiento vía notarial;54;Educación media / Bachillerato;53; Superior Universitario
Tungurahua;2018;1993;24;Por mutuo consentimiento vía judicial;49;Primaria;45; Primaria
Tungurahua;2017;1988;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;49;Educación básica;50; Educación básica
Cotopaxi;2017;2015;2;Por mutuo consentimiento vía judicial;40;Superior Universitario;32; Superior Universitario
Tungurahua;2018;1993;24;Por mutuo consentimiento vía notarial;43;Educación básica;48; Ninguno
Tungurahua;2017;2007;10;Por mutuo consentimiento vía judicial;30;Educación media / Bachillerato;28; Educación media / Bachillerato
Pichincha;2018;2013;5;Por mutuo consentimiento vía judicial;40;Educación básica;33; Educación básica
Tungurahua;2018;2005;13;Por mutuo consentimiento vía judicial;33;Jardín de Infantes;40; Educación básica
Tungurahua;2018;2012;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;27;Educación media / Bachillerato;27; Superior Universitario
Loja;2017;1997;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;80;Primaria;62; Primaria
Sucumbíos;2018;1982;35;Por mutuo consentimiento vía notarial;69;Educación básica;56; Primaria
Sucumbíos;2018;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;36;Educación media / Bachillerato;35; Educación media / Bachillerato
Santa Elena;2016;2009;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;36;Educación básica;26; Educación básica
Pichincha;2018;2015;2;Por mutuo consentimiento vía judicial;35;Primaria;34; Educación media / Bachillerato
Pichincha;2018;2006;11;Por mutuo consentimiento vía judicial;34;Secundaria;37; Educación media / Bachillerato
Azuay;2018;2018;0;Por mutuo consentimiento vía notarial;69;Posgrado;58; Secundaria
Azuay;2017;1974;42;Por mutuo consentimiento vía judicial;69;Superior no Universitario;61; Primaria
Loja;2018;1987;31;Por mutuo consentimiento vía notarial;60;Primaria;53; Secundaria
Azuay;2015;1998;17;Por mutuo consentimiento vía judicial;41;Superior Universitario;38; Secundaria
Azuay;2003;1998;4;Por mutuo consentimiento vía judicial;45;Superior Universitario;45; Superior Universitario
Azuay;2018;2016;2;Por mutuo consentimiento vía notarial;53;Secundaria;49; Secundaria
Azuay;2018;2008;10;Por mutuo consentimiento vía judicial;49;Educación media / Bachillerato;48; Educación media / Bachillerato
Azuay;2018;2000;17;Por mutuo consentimiento vía judicial;43;Educación media / Bachillerato;38; Educación media / Bachillerato
Azuay;2016;1998;17;Sin Información;39;Secundaria;40; Secundaria
Azuay;2018;2002;16;Por mutuo consentimiento vía judicial;37;Superior Universitario;36; Superior Universitario
Azuay;2018;1995;22;Por mutuo consentimiento vía judicial;49;Educación básica;43; Secundaria
Guayas;2018;1998;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Secundaria;44; Secundaria
Azuay;2017;2005;12;Por mutuo consentimiento vía judicial;41;Superior Universitario;32; Secundaria
Azuay;2018;2016;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Superior Universitario;35; Superior Universitario
Guayas;2018;2008;9;Por mutuo consentimiento vía notarial;36;Secundaria;33; Secundaria
Azuay;2018;2004;13;Por mutuo consentimiento vía judicial;36;Primaria;31; Primaria
Azuay;2018;2014;4;Por mutuo consentimiento vía judicial;28;Educación media / Bachillerato;30; Educación media / Bachillerato
Azuay;2018;2016;1;Por mutuo consentimiento vía notarial;25;Secundaria;25; Superior Universitario
Azuay;2017;2009;8;Por mutuo consentimiento vía judicial;34;Secundaria;30; Secundaria
Azuay;2018;2010;7;Por mutuo consentimiento vía judicial;31;Primaria;28; Primaria
Azuay;2018;2010;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;26;Secundaria;25; Superior Universitario
Azuay;2018;2007;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Primaria;30; Primaria
Pichincha;2018;2004;13;Por mutuo consentimiento vía judicial;38;Educación media / Bachillerato;35; Educación media / Bachillerato
Bolívar;2018;2013;4;Por mutuo consentimiento vía notarial;34;Superior Universitario;21; Educación media / Bachillerato
Pastaza;2018;2016;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Secundaria;29; Secundaria
Bolívar;2018;2017;0;Por mutuo consentimiento vía judicial;31;Primaria;28; Educación media / Bachillerato
Bolívar;2018;2010;7;Por mutuo consentimiento vía judicial;32;Superior Universitario;26; Educación básica
Bolívar;2018;2013;5;Por mutuo consentimiento vía notarial;25;Educación básica;25; Educación básica
Azuay;2005;1991;14;Por mutuo consentimiento vía judicial;54;Primaria;47; Primaria
Cañar;2018;1987;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;50;Educación media / Bachillerato;53; Educación media / Bachillerato
Cañar;2018;2009;8;Por mutuo consentimiento vía judicial;47;Superior Universitario;43; Secundaria
Cañar;2017;1991;25;Por mutuo consentimiento vía judicial;46;Superior Universitario;44; Educación media / Bachillerato
Cañar;2018;1993;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;46;Primaria;44; Primaria
Cañar;2018;2007;11;Por mutuo consentimiento vía judicial;44;Educación media / Bachillerato;29; Educación media / Bachillerato
Cañar;2018;1991;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;43;Primaria;43; Primaria
Azuay;2018;2009;8;Por mutuo consentimiento vía judicial;41;Educación media / Bachillerato;39; Superior Universitario
Cañar;2018;2006;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;37;Superior Universitario;35; Primaria
Cañar;2018;2012;6;Por mutuo consentimiento vía judicial;29;Primaria;25; Superior Universitario
Azuay;2018;2001;17;Por mutuo consentimiento vía judicial;36;Educación básica;35; Educación básica
Cañar;2018;2009;8;Por mutuo consentimiento vía judicial;33;Educación media / Bachillerato;28; Educación media / Bachillerato
Cañar;2018;2017;0;Por mutuo consentimiento vía notarial;23;Educación media / Bachillerato;24; Educación media / Bachillerato
Carchi;2018;2003;14;Por mutuo consentimiento vía judicial;44;Educación básica;33; Educación básica
Carchi;2018;2001;17;Por mutuo consentimiento vía judicial;39;Educación media / Bachillerato;44; Educación media / Bachillerato
Carchi;2018;2003;14;Por mutuo consentimiento vía judicial;36;Primaria;35; Educación básica
Carchi;2018;2001;16;Por mutuo consentimiento vía judicial;34;Educación media / Bachillerato;34; Educación media / Bachillerato
Carchi;2018;1984;34;Por mutuo consentimiento vía notarial;58;Educación media / Bachillerato;60; Educación media / Bachillerato
Tungurahua;2017;2003;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;52;Superior Universitario;44; Secundaria
Cotopaxi;2018;1986;31;Por mutuo consentimiento vía notarial;50;Educación básica;51; Educación básica
Cotopaxi;2017;1987;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;50;Superior Universitario;46; Secundaria
Pichincha;2018;2007;11;Por mutuo consentimiento vía notarial;49;Superior Universitario;41; Superior no Universitario
Santo Domingo de los Tsáchilas;2017;1998;19;Por mutuo consentimiento vía judicial;50;Primaria;40; Primaria
Pichincha;2018;1996;22;Por mutuo consentimiento vía judicial;43;Educación media / Bachillerato;43; Educación media / Bachillerato
Cotopaxi;2017;2004;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;34;Educación media / Bachillerato;29; Posgrado
Chimborazo;2018;2007;10;Por mutuo consentimiento vía judicial;33;Educación media / Bachillerato;28; Educación media / Bachillerato
Cotopaxi;2018;2012;5;Por mutuo consentimiento vía judicial;32;Superior Universitario;29; Educación media / Bachillerato
Cotopaxi;2017;2009;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Educación media / Bachillerato;28; Educación media / Bachillerato
Pichincha;2003;1999;3;Por mutuo consentimiento vía judicial;71;Educación media / Bachillerato;57; Educación media / Bachillerato
Chimborazo;2018;2000;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;44;Posgrado;44; Educación media / Bachillerato
Guayas;2018;2002;16;Por mutuo consentimiento vía notarial;34;Secundaria;35; Secundaria
Chimborazo;2018;1993;24;Por mutuo consentimiento vía judicial;44;Primaria;51; Secundaria
Chimborazo;2018;1999;19;Por mutuo consentimiento vía judicial;42;Educación básica;39; Secundaria
Guayas;2018;2002;16;Por mutuo consentimiento vía judicial;37;Secundaria;39; Secundaria
Chimborazo;2017;2012;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;29;Superior Universitario;29; Superior Universitario
Chimborazo;2017;2015;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;25;Secundaria;18; Educación básica
Chimborazo;2018;2014;3;Por mutuo consentimiento vía notarial;24;Secundaria;21; Educación media / Bachillerato
El Oro;2018;1970;47;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;72;Primaria;69; Secundaria
Azuay;2018;1986;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Primaria;57; Primaria
El Oro;2018;1987;30;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;49;Primaria;49; Secundaria
El Oro;2018;1997;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;55;Secundaria;41; Secundaria
El Oro;2018;1997;21;Por mutuo consentimiento vía judicial;50;Primaria;41; Primaria
El Oro;2017;2000;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;50;Primaria;58; Primaria
El Oro;2018;2014;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;51;Primaria;38; Secundaria
El Oro;2018;2013;4;Por mutuo consentimiento vía notarial;50;Secundaria;47; Secundaria
El Oro;2017;1998;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;42;Secundaria;37; Primaria
Pichincha;2018;2004;13;Por mutuo consentimiento vía notarial;41;Educación básica;51; Educación media / Bachillerato
El Oro;2018;2016;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;32;Superior Universitario;24; Secundaria
El Oro;2018;2010;8;Por mutuo consentimiento vía notarial;42;Primaria;45; Primaria
El Oro;2017;2004;13;Por mutuo consentimiento vía judicial;38;Superior Universitario;32; Superior Universitario
Azuay;2018;1997;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;41;Primaria;47; Primaria
El Oro;2017;2011;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;35;Secundaria;36; Secundaria
El Oro;2018;2015;2;Por mutuo consentimiento vía notarial;26;Superior Universitario;26; Superior Universitario
Azuay;2018;2011;6;Por mutuo consentimiento vía judicial;31;Superior Universitario;40; Superior Universitario
El Oro;2017;2012;4;Por mutuo consentimiento vía notarial;32;Primaria;27; Secundaria
El Oro;2015;2005;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;31;Primaria;32; Primaria
El Oro;2018;2013;4;Por mutuo consentimiento vía judicial;26;Secundaria;24; Secundaria
Esmeraldas;2016;1997;18;El adulterio de uno de los cónyuges;49;Secundaria;39; Secundaria
Imbabura;2018;2005;12;Por mutuo consentimiento vía judicial;46;Primaria;38; Primaria
Pichincha;2018;2014;4;Por mutuo consentimiento vía notarial;40;Educación media / Bachillerato;30; Superior Universitario
Pichincha;2018;2002;15;Por mutuo consentimiento vía judicial;37;Educación media / Bachillerato;32; Educación básica
